C:\Users\nikku\Desktop\aDA\dataset\rose\0000.jpg,dataset\rose\0000.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0001.jpg,dataset\rose\0001.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0002.jpg,dataset\rose\0002.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0003.jpg,dataset\rose\0003.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0004.jpg,dataset\rose\0004.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0005.jpg,dataset\rose\0005.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0006.jpg,dataset\rose\0006.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0007.jpg,dataset\rose\0007.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0008.jpg,dataset\rose\0008.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0009.jpg,dataset\rose\0009.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\rose\0010.jpg,dataset\rose\0010.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset\tulip\0000.jpg,dataset\tulip\0000.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0001.jpg,dataset\tulip\0001.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0002.jpg,dataset\tulip\0002.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0003.jpg,dataset\tulip\0003.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0004.jpg,dataset\tulip\0004.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0005.jpg,dataset\tulip\0005.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0006.jpg,dataset\tulip\0006.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0007.jpg,dataset\tulip\0007.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0008.jpg,dataset\tulip\0008.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0009.jpg,dataset\tulip\0009.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset\tulip\0010.jpg,dataset\tulip\0010.jpg,tulip
