C:\Users\nikku\Desktop\aDA\dataset2\rose_0000.jpg,dataset2\rose_0000.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0001.jpg,dataset2\rose_0001.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0002.jpg,dataset2\rose_0002.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0003.jpg,dataset2\rose_0003.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0004.jpg,dataset2\rose_0004.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0005.jpg,dataset2\rose_0005.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0006.jpg,dataset2\rose_0006.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0007.jpg,dataset2\rose_0007.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0008.jpg,dataset2\rose_0008.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0009.jpg,dataset2\rose_0009.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\rose_0010.jpg,dataset2\rose_0010.jpg,rose
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0000.jpg,dataset2\tulip_0000.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0001.jpg,dataset2\tulip_0001.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0002.jpg,dataset2\tulip_0002.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0003.jpg,dataset2\tulip_0003.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0004.jpg,dataset2\tulip_0004.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0005.jpg,dataset2\tulip_0005.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0006.jpg,dataset2\tulip_0006.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0007.jpg,dataset2\tulip_0007.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0008.jpg,dataset2\tulip_0008.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0009.jpg,dataset2\tulip_0009.jpg,tulip
C:\Users\nikku\Desktop\aDA\dataset2\tulip_0010.jpg,dataset2\tulip_0010.jpg,tulip
